id,price
51636,100000000.0
51637,100000000.0
51638,100000000.0
51639,100000000.0
51640,100000000.0
51641,100000000.0
51642,100000000.0
51643,100000000.0
51644,100000000.0
51645,100000000.0
51646,100000000.0
51647,100000000.0
51648,100000000.0
51649,100000000.0
51650,100000000.0
51651,100000000.0
51652,100000000.0
51653,100000000.0
51654,100000000.0
51655,100000000.0
51656,100000000.0
51657,100000000.0
51658,100000000.0
51659,100000000.0
51660,100000000.0
51661,100000000.0
51662,100000000.0
51663,100000000.0
51664,100000000.0
51665,100000000.0
51666,100000000.0
51667,100000000.0
51668,100000000.0
51669,100000000.0
51670,100000000.0
51671,100000000.0
51672,100000000.0
51673,100000000.0
51674,100000000.0
51675,100000000.0
51676,100000000.0
51677,100000000.0
51678,100000000.0
51679,100000000.0
51680,100000000.0
51681,100000000.0
51682,100000000.0
51683,100000000.0
51684,100000000.0
51685,100000000.0
51686,100000000.0
51687,100000000.0
51688,100000000.0
51689,100000000.0
51690,100000000.0
51691,100000000.0
51692,100000000.0
51693,100000000.0
51694,100000000.0
51695,100000000.0
51696,100000000.0
51697,100000000.0
51698,100000000.0
51699,100000000.0
51700,100000000.0
51701,100000000.0
51702,100000000.0
51703,100000000.0
51704,100000000.0
51705,100000000.0
51706,100000000.0
51707,100000000.0
51708,100000000.0
51709,100000000.0
51710,100000000.0
51711,100000000.0
51712,100000000.0
51713,100000000.0
51714,100000000.0
51715,100000000.0
51716,100000000.0
51717,100000000.0
51718,100000000.0
51719,100000000.0
51720,100000000.0
51721,100000000.0
51722,100000000.0
51723,100000000.0
51724,100000000.0
51725,100000000.0
51726,100000000.0
51727,100000000.0
51728,100000000.0
51729,100000000.0
51730,100000000.0
51731,100000000.0
51732,100000000.0
51733,100000000.0
51734,100000000.0
51735,100000000.0
51736,100000000.0
51737,100000000.0
51738,100000000.0
51739,100000000.0
51740,100000000.0
51741,100000000.0
51742,100000000.0
51743,100000000.0
51744,100000000.0
51745,100000000.0
51746,100000000.0
51747,100000000.0
51748,100000000.0
51749,100000000.0
51750,100000000.0
51751,100000000.0
51752,100000000.0
51753,100000000.0
51754,100000000.0
51755,100000000.0
51756,100000000.0
51757,100000000.0
51758,100000000.0
51759,100000000.0
51760,100000000.0
51761,100000000.0
51762,100000000.0
51763,100000000.0
51764,100000000.0
51765,100000000.0
51766,100000000.0
51767,100000000.0
51768,100000000.0
51769,100000000.0
51770,100000000.0
51771,100000000.0
51772,100000000.0
51773,100000000.0
51774,100000000.0
51775,100000000.0
51776,100000000.0
51777,100000000.0
51778,100000000.0
51779,100000000.0
51780,100000000.0
51781,100000000.0
51782,100000000.0
51783,100000000.0
51784,100000000.0
51785,100000000.0
51786,100000000.0
51787,100000000.0
51788,100000000.0
51789,100000000.0
51790,100000000.0
51791,100000000.0
51792,100000000.0
51793,100000000.0
51794,100000000.0
51795,100000000.0
51796,100000000.0
51797,100000000.0
51798,100000000.0
51799,100000000.0
51800,100000000.0
51801,100000000.0
51802,100000000.0
51803,100000000.0
51804,100000000.0
51805,100000000.0
51806,100000000.0
51807,100000000.0
51808,100000000.0
51809,100000000.0
51810,100000000.0
51811,100000000.0
51812,100000000.0
51813,100000000.0
51814,100000000.0
51815,100000000.0
51816,100000000.0
51817,100000000.0
51818,100000000.0
51819,100000000.0
51820,100000000.0
51821,100000000.0
51822,100000000.0
51823,100000000.0
51824,100000000.0
51825,100000000.0
51826,100000000.0
51827,100000000.0
51828,100000000.0
51829,100000000.0
51830,100000000.0
51831,100000000.0
51832,100000000.0
51833,100000000.0
51834,100000000.0
51835,100000000.0
51836,100000000.0
51837,100000000.0
51838,100000000.0
51839,100000000.0
51840,100000000.0
51841,100000000.0
51842,100000000.0
51843,100000000.0
51844,100000000.0
51845,100000000.0
51846,100000000.0
51847,100000000.0
51848,100000000.0
51849,100000000.0
51850,100000000.0
51851,100000000.0
51852,100000000.0
51853,100000000.0
51854,100000000.0
51855,100000000.0
51856,100000000.0
51857,100000000.0
51858,100000000.0
51859,100000000.0
51860,100000000.0
51861,100000000.0
51862,100000000.0
51863,100000000.0
51864,100000000.0
51865,100000000.0
51866,100000000.0
51867,100000000.0
51868,100000000.0
51869,100000000.0
51870,100000000.0
51871,100000000.0
51872,100000000.0
51873,100000000.0
51874,100000000.0
51875,100000000.0
51876,100000000.0
51877,100000000.0
51878,100000000.0
51879,100000000.0
51880,100000000.0
51881,100000000.0
51882,100000000.0
51883,100000000.0
51884,100000000.0
51885,100000000.0
51886,100000000.0
51887,100000000.0
51888,100000000.0
51889,100000000.0
51890,100000000.0
51891,100000000.0
51892,100000000.0
51893,100000000.0
51894,100000000.0
51895,100000000.0
51896,100000000.0
51897,100000000.0
51898,100000000.0
51899,100000000.0
51900,100000000.0
51901,100000000.0
51902,100000000.0
51903,100000000.0
51904,100000000.0
51905,100000000.0
51906,100000000.0
51907,100000000.0
51908,100000000.0
51909,100000000.0
51910,100000000.0
51911,100000000.0
51912,100000000.0
51913,100000000.0
51914,100000000.0
51915,100000000.0
51916,100000000.0
51917,100000000.0
51918,100000000.0
51919,100000000.0
51920,100000000.0
51921,100000000.0
51922,100000000.0
51923,100000000.0
51924,100000000.0
51925,100000000.0
