id,price
51636,311605.0036779523
51637,522170.57289420353
51638,522170.57289420353
51639,522170.57289420353
51640,522170.57289420353
51641,311605.0036779523
51642,522170.57289420353
51643,522170.57289420353
51644,184508.29386834864
51645,594072.3393294176
51646,522170.57289420353
51647,522170.57289420353
51648,311605.0036779523
51649,522170.57289420353
51650,522170.57289420353
51651,522170.57289420353
51652,522170.57289420353
51653,522170.57289420353
51654,522170.57289420353
51655,522170.57289420353
51656,311605.0036779523
51657,280905.8353768435
51658,522170.57289420353
51659,311605.0036779523
51660,457386.6687963435
51661,311605.0036779523
51662,522170.57289420353
51663,184508.29386834864
51664,440762.8167632578
51665,522170.57289420353
51666,522170.57289420353
51667,522170.57289420353
51668,311605.0036779523
51669,522170.57289420353
51670,311605.0036779523
51671,522170.57289420353
51672,451204.7449059442
51673,311605.0036779523
51674,522170.57289420353
51675,354644.8551675308
51676,311605.0036779523
51677,522170.57289420353
51678,522170.57289420353
51679,340626.5325504394
51680,522170.57289420353
51681,311605.0036779523
51682,522170.57289420353
51683,522170.57289420353
51684,311605.0036779523
51685,522170.57289420353
51686,522170.57289420353
51687,522170.57289420353
51688,522170.57289420353
51689,680006.0296940483
51690,522170.57289420353
51691,890967.3284788369
51692,334623.4001851337
51693,522170.57289420353
51694,522170.57289420353
51695,311605.0036779523
51696,311605.0036779523
51697,522170.57289420353
51698,323532.92978598544
51699,311605.0036779523
51700,522170.57289420353
51701,311605.0036779523
51702,311605.0036779523
51703,311605.0036779523
51704,522170.57289420353
51705,522170.57289420353
51706,442644.51114596456
51707,522170.57289420353
51708,311605.0036779523
51709,522170.57289420353
51710,522170.57289420353
51711,522170.57289420353
51712,890967.3284788369
51713,311605.0036779523
51714,522170.57289420353
51715,522170.57289420353
51716,522170.57289420353
51717,522170.57289420353
51718,522170.57289420353
51719,522170.57289420353
51720,569610.0850066922
51721,522170.57289420353
51722,440762.8167632578
51723,522170.57289420353
51724,1413373.7032905985
51725,311605.0036779523
51726,522170.57289420353
51727,417304.60727580707
51728,522170.57289420353
51729,271423.12059596763
51730,311605.0036779523
51731,522170.57289420353
51732,417304.60727580707
51733,1162848.5811552785
51734,522170.57289420353
51735,351167.9307192957
51736,522170.57289420353
51737,311605.0036779523
51738,522170.57289420353
51739,428199.42368304427
51740,522170.57289420353
51741,417304.60727580707
51742,539771.997975281
51743,522170.57289420353
51744,522170.57289420353
51745,522170.57289420353
51746,522170.57289420353
51747,311605.0036779523
51748,522170.57289420353
51749,417304.60727580707
51750,417304.60727580707
51751,522170.57289420353
51752,522170.57289420353
51753,522170.57289420353
51754,354644.8551675308
51755,522170.57289420353
51756,311605.0036779523
51757,522170.57289420353
51758,311605.0036779523
51759,522170.57289420353
51760,522170.57289420353
51761,522170.57289420353
51762,522170.57289420353
51763,522170.57289420353
51764,522170.57289420353
51765,311605.0036779523
51766,522170.57289420353
51767,522170.57289420353
51768,522170.57289420353
51769,662109.8706198742
51770,311605.0036779523
51771,622890.4430990611
51772,522170.57289420353
51773,522170.57289420353
51774,522170.57289420353
51775,377387.9341779888
51776,311605.0036779523
51777,522170.57289420353
51778,311605.0036779523
51779,311605.0036779523
51780,311605.0036779523
51781,890967.3284788369
51782,417304.60727580707
51783,442644.51114596456
51784,522170.57289420353
51785,522170.57289420353
51786,522170.57289420353
51787,377387.9341779888
51788,311605.0036779523
51789,522170.57289420353
51790,311605.0036779523
51791,522170.57289420353
51792,417304.60727580707
51793,522170.57289420353
51794,569610.0850066922
51795,522170.57289420353
51796,311605.0036779523
51797,440762.8167632578
51798,522170.57289420353
51799,356504.0634384905
51800,311605.0036779523
51801,311605.0036779523
51802,522170.57289420353
51803,600262.4782217796
51804,522170.57289420353
51805,311605.0036779523
51806,522170.57289420353
51807,311605.0036779523
51808,522170.57289420353
51809,311605.0036779523
51810,287420.87112809194
51811,522170.57289420353
51812,311605.0036779523
51813,375033.4731697112
51814,522170.57289420353
51815,522170.57289420353
51816,309166.79265196563
51817,417304.60727580707
51818,522170.57289420353
51819,442644.51114596456
51820,311605.0036779523
